生效日期,证券代码,证券名称,证券英文名称,交易所,证监会行业分类代码,证监会行业分类名称,证监会行业分类英文名称,证监会行业分类代码(全),证监会行业分类名称(全),证监会行业分类英文名称(全)
2021/2/19,600839,四川长虹,Sichuan Changhong Electric Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600841,上柴股份,Shanghai Diesel Engine Co Ltd,Shanghai,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,600843,上工申贝,"Shang Gong Group Co.,Ltd.",Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600844,丹化科技,"Danhua Chemical Technology Co.,Ltd.",Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600845,宝信软件,Shanghai Baosight Software Co Ltd,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600846,同济科技,Shanghai Tongji Science & Technology Industrial Co Ltd,Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600847,万里股份,"Chongqing Wanli New Energy Co., Ltd.",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600848,上海临港,Shanghai Lingang Holdings Corporation Limited,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600850,华东电脑,Shanghai East-China Computer Co Ltd,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600851,海欣股份,Shanghai Haixin Group Co Ltd,Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600853,龙建股份,Longjian Road & Bridge Co Ltd,Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600854,春兰股份,Jiangsu Chunlan Refrigerating Equipment Stock Co Ltd,Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600855,航天长峰,Beijing Aerospace Changfeng Co Ltd,Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600856,*ST中天,Changchun Sinoenergy Corporation,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,45,燃气生产和供应业,Gas production and supply
2021/2/19,600857,宁波中百,"NINGBO ZHONGBAI CO., LTD.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600858,银座股份,"Silver Plaza Group Co.,Ltd",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600859,王府井,"Wangfujing Group Co., Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600860,*ST京城,Beijing Jingcheng Machinery Electric Company Limited,Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600861,北京城乡,"BEIJING URBAN-RURAL COMMERCIAL (GROUP) CO., LTD.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600862,中航高科,"Avic Aviation High-Technology Co., Ltd.",Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600863,内蒙华电,Inner Mongolia Mengdian Huaneng Thermal Power Corp Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600864,哈投股份,"Harbin Hatou Investment Co.,Ltd",Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600865,百大集团,"Baida Group Co.,Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600866,星湖科技,Star Lake Bioscience Co Inc Zhao Qing Guangdong,Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600867,通化东宝,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600868,梅雁吉祥,"Guangdong Meiyan Jixiang Hydropower Co.,Ltd.",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600869,远东股份,"Far East Smarter Energy Co., Ltd.",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600870,ST厦华,Xiamen Overseas Chinese Electronic Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600871,石化油服,Sinopec Oilfield Service Corporation,Shanghai,B,采矿业,Mining,11,开采辅助活动,Mining service
2021/2/19,600872,中炬高新,"Jonjee Hi-Tech Industrial and Commercial Holding Co.,Ltd.",Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600873,梅花生物,"Meihua Holdings Group Co., Ltd",Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600874,创业环保,Tianjin Capital Environmental Protection Group Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,46,水的生产和供应业,Tap water production and supply
2021/2/19,600875,东方电气,Dongfang Electric Corporation Limited,Shanghai,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,600876,洛阳玻璃,Luoyang Glass Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600877,ST电能,"Cetc Energy Joint-Stock Co.,Ltd.",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600879,航天电子,"China Aerospace Times Electronics Co.,Ltd.",Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600880,博瑞传播,Chengdu B-ray Media Co Ltd,Shanghai,R,文化、体育和娱乐业,Culture、sports and entertainment,85,新闻和出版业,Press and publication
2021/2/19,600881,亚泰集团,Jilin Yatai (Group) Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600882,妙可蓝多,"Shanghai Milkground Food Tech Co., Ltd.",Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600883,博闻科技,Yunnan Bowin Technology&Industry Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600884,杉杉股份,Ningbo Shanshan Co Ltd,Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600885,宏发股份,"Hongfa Technology Co., Ltd.",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600886,国投电力,"SDIC Power Holdings Co.,Ltd.",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600887,伊利股份,Inner Mongolia Yili Industrial Group Co Ltd,Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600888,新疆众和,Xinjiang Joinworld Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600889,南京化纤,Nanjing Chemical Fibre Co Ltd,Shanghai,C,制造业,Manufacturing,28,化学纤维制造业,Chemical fibres Manufacturing
2021/2/19,600890,中房股份,Cred Holding Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600891,*ST秋林,"Harbin Churin Group Jointstock Co.,Ltd.",Shanghai,C,制造业,Manufacturing,41,其他制造业,Other manufacturing
2021/2/19,600892,*ST大晟,"Dasheng Times Cultural Investment Co.,Ltd.",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600893,航发动力,AVIC AVIATION ENGINE CORPORATION PLC.,Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600894,广日股份,"Guangzhou Guangri Stock Co., Ltd.",Shanghai,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,600895,张江高科,Shanghai Zhangjiang Hi-tech Park Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600896,览海医疗,"LANHAI MEDICAL INVESTMENT CO.,LTD.",Shanghai,Q,卫生和社会工作业,hygienism and social work,83,卫生,hygienism
2021/2/19,600897,厦门空港,Xiamen International Airport Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,56,航空运输业,Air transport
2021/2/19,600898,*ST美讯,"Gome Telecom Equipment Co., Ltd.",Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600900,长江电力,China Yangtze Power Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600901,江苏租赁,"Jiangsu Financial Leasing Co.,Ltd.",Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600903,贵州燃气,Guizhou Gas Group Corporation Ltd.,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,45,燃气生产和供应业,Gas production and supply
2021/2/19,600908,无锡银行,"Wuxi Rural Commercial Bank Co., Ltd.",Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600909,华安证券,"HUAAN SECURITIES CO., LTD.",Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600916,中国黄金,"China National Gold Group Gold Jewellery Co., Ltd",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600917,重庆燃气,Chongqing Gas Group Corporation Ltd.,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,45,燃气生产和供应业,Gas production and supply
2021/2/19,600918,中泰证券,"ZHONGTAI SECURITIES CO., LTD.",Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600919,江苏银行,"Bank of Jiangsu Co., Ltd",Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600926,杭州银行,"BANK OF HANGZHOU CO., LTD",Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600928,西安银行,"BANK OF XI'AN CO., LTD.",Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600929,雪天盐业,"Snowsky Salt Industry Group CO.,LTD",Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600933,爱柯迪,"IKD Co., Ltd.",Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600936,广西广电,Guangxi Radio and Television Information Network Corporation Limited,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,63,电信、广播电视和卫星传输传输服务,Telecom、Radio、television and Satellite transmission service
2021/2/19,600939,重庆建工,"Chongqing Construction Engineering Group Co., Ltd.",Shanghai,E,建筑业,Construction,47,房屋建筑业,Housing construction
2021/2/19,600956,新天绿能,China Suntien Green Energy Corporation Limited,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,45,燃气生产和供应业,Gas production and supply
2021/2/19,600958,东方证券,ORIENT SECURITIES COMPANY LIMITED,Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600959,江苏有线,Jiangsu Broadcasting Cable Information Network Corporation Limited,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,63,电信、广播电视和卫星传输传输服务,Telecom、Radio、television and Satellite transmission service
2021/2/19,600960,渤海汽车,"Bohai Automotive Systems CO., LTD.",Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600961,株冶集团,"Zhuzhou Smelter Group Co.,Ltd.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,600962,国投中鲁,SDIC Zhonglu Fruit Juice Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,600963,岳阳林纸,Yueyang Forest & Paper Co Ltd,Shanghai,C,制造业,Manufacturing,22,造纸及纸制品业,Paper making and paper products
2021/2/19,600965,福成股份,Fortune Ng Fung Food (Hebei) Co Ltd,Shanghai,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,600966,博汇纸业,Shandong Bohui Paper Industrial Co Ltd,Shanghai,C,制造业,Manufacturing,22,造纸及纸制品业,Paper making and paper products
2021/2/19,600967,内蒙一机,"Inner Mongolia First Machinery Group Co.,Ltd.",Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600968,海油发展,CNOOC Energy Technology & Services Limited,Shanghai,B,采矿业,Mining,11,开采辅助活动,Mining service
2021/2/19,600969,郴电国际,Hunan Chendian International Development Share Holding Ltd Co,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600970,中材国际,Sinoma International Engineering Co Ltd,Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600971,恒源煤电,Anhui Hengyuan Coal Industry and Electricity Power Co Ltd,Shanghai,B,采矿业,Mining,6,煤炭开采和洗选业,Coal mining and dressing
2021/2/19,600973,宝胜股份,Baosheng Science and Technology Innovation Co Ltd,Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600975,新五丰,Hunan New Wellful Co Ltd,Shanghai,A,农、林、牧、渔业,"Agriculture, forestry, livestock farming, fishery",3,畜牧业,Livestock farming
2021/2/19,600976,健民集团,"Jianmin Pharmaceutical Groups Co.,Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600977,中国电影,"CHINA FILM CO., LTD.",Shanghai,R,文化、体育和娱乐业,Culture、sports and entertainment,86,广播、电视、电影和影视录音制作业,"Broadcasting, movie and television"
2021/2/19,600978,*ST宜生,"Yihua Lifestyle Technology Co., Ltd.",Shanghai,C,制造业,Manufacturing,21,家具制造业,furniture manufacturing
2021/2/19,600979,广安爱众,Sichuan Guangan AAA Public Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
