生效日期,证券代码,证券名称,证券英文名称,交易所,证监会行业分类代码,证监会行业分类名称,证监会行业分类英文名称,证监会行业分类代码(全),证监会行业分类名称(全),证监会行业分类英文名称(全)
2021/2/19,600647,同达创业,Shanghai Tongda Venture Capital Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600648,外高桥,"SHANGHAI WAIGAOQIAO FREE TRADE ZONE GROUP CO., LTD.",Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600649,城投控股,"Shanghai Chengtou Holding Co., Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600650,锦江投资,Shanghai Jin Jiang International Industrial Investment Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600651,*ST飞乐,Feilo Acoustics Co Ltd Shanghai,Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600652,ST游久,"SHANGHAI U9 GAME CO., LTD.",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,600653,申华控股,"Liaoning Shenhua Holdings Co., Ltd",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600654,ST中安,"China Security Co., Ltd",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600655,豫园股份,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600657,信达地产,"Cinda Real Estate Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600658,电子城,Beijing Electronic Zone Investment and Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600660,福耀玻璃,"Fuyao Glass Industry Group Co.,Ltd",Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600661,昂立教育,"SHANGHAI XINNANYANG ONLY EDUCATION & TECHNOLOGY CO., LTD",Shanghai,P,教育,education,82,教育,education
2021/2/19,600662,强生控股,Shanghai Qiangsheng Holding Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600663,陆家嘴,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600664,哈药股份,Harbin Pharmaceutical Group Co Ltd,Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600665,天地源,Tande Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600666,ST瑞德,"Aurora Optoelectronics Co., Ltd.",Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600667,太极实业,Wuxi Taiji Industrial Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600668,尖峰集团,Zhejiang Jianfeng Group Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600671,*ST目药,"Hangzhou Tianmushan Pharmaceutical Enterprise Co.,Ltd",Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600673,东阳光,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",Shanghai,S,综合,Comprehensive,90,综合,Comprehensive
2021/2/19,600674,川投能源,Sichuan Chuantou Energy Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600675,中华企业,China Enterprise Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600676,交运股份,"SHANGHAI JIAO YUN GROUP CO., LTD.",Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600677,*ST航通,Aerospace Communications Holdings Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600678,四川金顶,Sichuan Golden Summit (Group) Joint-Stock Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600679,上海凤凰,"SHANGHAI PHOENIX ENTERPRISE (GROUP) CO., LTD",Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600681,百川能源,"Bestsun Energy Co., Ltd.",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,45,燃气生产和供应业,Gas production and supply
2021/2/19,600682,南京新百,Nanjing Xinjiekou Department Store Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600683,京投发展,Metro Land Corporation Ltd.,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600684,珠江实业,Guangzhou Pearl River Industrial Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600685,中船防务,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600686,金龙汽车,"Xiamen King Long Motor Group Co.,Ltd.",Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600687,退市刚泰,"Gansu Gangtai Holding(Group) Co.,Ltd",Shanghai,C,制造业,Manufacturing,41,其他制造业,Other manufacturing
2021/2/19,600688,上海石化,Sinopec Shanghai Petrochemical Co Ltd,Shanghai,C,制造业,Manufacturing,25,石油加工、炼焦及核燃料加工业,Oil processing and refining
2021/2/19,600689,上海三毛,Shanghai Sanmao Enterprise (Group) Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2021/2/19,600690,海尔智家,"Haier Smart Home Co., Ltd.",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600691,阳煤化工,"Yangmei Chemical Co.,Ltd",Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600692,亚通股份,Shanghai Ya Tong Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600693,东百集团,Fujian Dongbai Group Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600694,大商股份,Dashang Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600695,绿庭投资,"Shanghai Greencourt Investment Group Co., Ltd.",Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600696,ST岩石,"Shanghai Guijiu Co., Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600697,欧亚集团,Chang Chun Eurasia Group Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600698,ST天雁,"Hunan Tyen Machinery Co., Ltd",Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600699,均胜电子,Ningbo Joyson Electronic Corp.,Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600701,*ST工新,Harbin Gong Da High-Tech Enterprise Development Co Ltd,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600702,ST舍得,"Shede Spirits Co., Ltd",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,600703,三安光电,"Sanan Optoelectronics Co.,Ltd",Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600704,物产中大,Zhejiang Material Industrial Zhongda Yuantong Group Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600705,中航资本,"AVIC CAPITAL CO.,LTD.",Shanghai,J,金融业,Finance,69,其他金融业,Other financial industries
2021/2/19,600706,曲江文旅,"XI' AN QUJIANG CULTURAL TOURISM CO., LTD.",Shanghai,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,78,公共设施管理业,Public facilities management
2021/2/19,600707,彩虹股份,Irico Display Devices Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600708,光明地产,"BRIGHT REAL ESTATE GROUP CO.,LIMITED",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600710,苏美达,SUMEC CORPORATION LIMITED,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600711,盛屯矿业,"Chengtun Mining Group Co., Ltd",Shanghai,B,采矿业,Mining,9,有色金属矿采选业,Non-ferrous metal ore mining
2021/2/19,600712,南宁百货,Nanning Department Store Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600713,南京医药,Nanjing Pharmaceutical Company Limited,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600714,金瑞矿业,Qinghai Jinrun Mineral Development Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600715,文投控股,"Cultural Investment Holdings Co., Ltd.",Shanghai,R,文化、体育和娱乐业,Culture、sports and entertainment,86,广播、电视、电影和影视录音制作业,"Broadcasting, movie and television"
2021/2/19,600716,凤凰股份,Jiangsu Phoenix Property Investment Company Limited,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600717,天津港,Tianjin Port Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,55,水上运输业,Waterway transport
2021/2/19,600718,东软集团,Neusoft Corporation,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600719,大连热电,"Dalian Thermal Power Co.,Ltd.",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600720,祁连山,"Gansu Qilianshan Cement Group Co.,Ltd.",Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600721,ST百花,Xinjiang Baihuacun Co Ltd,Shanghai,M,科学研究和技术服务业,scientific research and technology service,73,研究和试验发展,research and experiment test
2021/2/19,600722,金牛化工,Hebei Jinniu Chemical Industry Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600723,首商股份,"Beijing Capital Retailing Group Co., Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600724,宁波富达,Ningbo Fuda Company Limited,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600725,ST云维,Yunnan Yunwei Co Ltd,Shanghai,C,制造业,Manufacturing,25,石油加工、炼焦及核燃料加工业,Oil processing and refining
2021/2/19,600726,华电能源,Huadian Energy Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600727,鲁北化工,Shandong Lubei Chemical Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600728,佳都科技,"Pci-Suntek Technology Co., Ltd.",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600729,重庆百货,Chongqing Department Store Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600730,中国高科,China Hi-Tech Group Co Ltd,Shanghai,P,教育,education,82,教育,education
2021/2/19,600731,湖南海利,Hunan Haili Chemical Industry Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600732,爱旭股份,"Shanghai Aiko Solar Energy Co., Ltd.",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600733,北汽蓝谷,"BAIC BluePark New Energy Technology Co.,Ltd",Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600734,*ST实达,"Fujian Start Group Co.,Ltd",Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600735,新华锦,"Shandong Hiking International Co.,Ltd",Shanghai,C,制造业,Manufacturing,19,皮革、毛皮、羽毛及其制品和制鞋业,"Manufacturing of leather, fur, feather and other products"
2021/2/19,600736,苏州高新,Suzhou New District Hi-Tech Industrial Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600737,中粮糖业,"COFCO SUGAR HOLDING CO.,LTD.",Shanghai,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,600738,兰州民百,Lanzhou Minbai Shareholding (Group) Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600739,辽宁成大,Liaoning Cheng Da Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600740,山西焦化,Shanxi Coking Co Ltd,Shanghai,C,制造业,Manufacturing,25,石油加工、炼焦及核燃料加工业,Oil processing and refining
2021/2/19,600741,华域汽车,HUAYU Automotive Systems Company Limited,Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600742,一汽富维,"Changchun FAWAY Automobile Components Co., Ltd",Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600743,华远地产,"Hua Yuan Property Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600744,华银电力,"Datang Huayin Electric Power Co.,Ltd",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600745,闻泰科技,"Wingtech Technology Co.,Ltd.",Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600746,江苏索普,Jiangsu Sopo Chemical Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600748,上实发展,Shanghai Industrial Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600749,西藏旅游,Tibet Shengdi Co Ltd,Shanghai,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,78,公共设施管理业,Public facilities management
2021/2/19,600750,江中药业,"Jiangzhong Pharmaceutical Co.,Ltd",Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600751,海航科技,"HNA Technology Co.,Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600753,东方银星,"Henan Oriental Silver Star Investment Co.,Ltd",Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600754,锦江酒店,"Shanghai Jin Jiang International Hotels Co.,Ltd.",Shanghai,H,住宿和餐饮业,hotel and Catering industry,61,住宿业,Hotel industry
2021/2/19,600755,厦门国贸,Xiamen International Trade Group Corp Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600756,浪潮软件,"Inspur software Co., Ltd.",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600757,长江传媒,"Changjiang Publishing & Media Co.,Ltd",Shanghai,R,文化、体育和娱乐业,Culture、sports and entertainment,85,新闻和出版业,Press and publication
2021/2/19,600758,辽宁能源,"Liaoning Energy Industry Co.,Ltd",Shanghai,B,采矿业,Mining,6,煤炭开采和洗选业,Coal mining and dressing
2021/2/19,600759,洲际油气,Geo-Jade Petroleum Corporation,Shanghai,B,采矿业,Mining,7,石油和天然气开采业,Petroleum and natural gas extraction
2021/2/19,600760,中航沈飞,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600761,安徽合力,Anhui Heli Co Ltd,Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600763,通策医疗,TOPCHOICE MEDICAL CORPORATION,Shanghai,Q,卫生和社会工作业,hygienism and social work,83,卫生,hygienism
2021/2/19,600764,中国海防,China Shipbuilding Industry Group and Marine Defense Information Against Limited,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600765,中航重机,Avic Heavy Machinery Co Ltd,Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600766,园城黄金,"Yantai Yuancheng Gold Co.,Ltd.",Shanghai,B,采矿业,Mining,9,有色金属矿采选业,Non-ferrous metal ore mining
2021/2/19,600767,ST运盛,"Winsan (Chengdu) Medical Science and Technology Co.,Ltd.",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600768,宁波富邦,Ningbo Fubang Jingye Group Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,600769,祥龙电业,Wuhan Xianglong Power Industry Co Ltd,Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600770,综艺股份,Jiangsu Zongyi Co Ltd,Shanghai,S,综合,Comprehensive,90,综合,Comprehensive
2021/2/19,600771,广誉远,Topsun Science And Technology Co Ltd,Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600773,西藏城投,Tibet Urban Development and Investment Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600774,汉商集团,Wuhan Hanshang (Group) Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600775,南京熊猫,Nanjing Panda Electronics Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600776,东方通信,Eastern Communications Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600777,新潮能源,XINCHAO ENERGY Corporation Limited,Shanghai,B,采矿业,Mining,7,石油和天然气开采业,Petroleum and natural gas extraction
2021/2/19,600778,友好集团,"Xinjiang Youhao(Group)Co.,Ltd",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600779,水井坊,"Sichuan Swellfun Co., Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,600780,通宝能源,Top Energy Co Ltd Shanxi,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600781,*ST辅仁,"FUREN Group Pharmaceutical Co., Ltd.",Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600782,新钢股份,"Xinyu Iron & Steel Co.,Ltd.",Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,600783,鲁信创投,"Luxin Venture Capital Group Co.,Ltd.",Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600784,鲁银投资,Luyin Investment Group Co Ltd,Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600785,新华百货,"Yinchuan Xinhua Commercial (Group) Co.,Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600787,中储股份,"CMST Development Co.,Ltd.",Shanghai,G,交通运输、仓储和邮政业,Transportation,59,仓储业,Storage
2021/2/19,600789,鲁抗医药,Shandong Lukang Pharmaceutical Co Ltd,Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600790,轻纺城,Zhejiang China Light & Textile Industrial City Group Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,600791,京能置业,"Beih-Property Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600792,云煤能源,"Yunnan Coal & Energy Co.,Ltd",Shanghai,C,制造业,Manufacturing,25,石油加工、炼焦及核燃料加工业,Oil processing and refining
2021/2/19,600793,宜宾纸业,Yibin Paper Industry Co Ltd,Shanghai,C,制造业,Manufacturing,22,造纸及纸制品业,Paper making and paper products
2021/2/19,600794,保税科技,"Zhangjiagang Freetrade Science and Technology Co., Ltd",Shanghai,G,交通运输、仓储和邮政业,Transportation,59,仓储业,Storage
2021/2/19,600795,国电电力,GD Power Development Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600796,钱江生化,Zhejiang Qianjiang Biochemical Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600797,浙大网新,Insigma Technology Co Ltd,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,600798,宁波海运,Ningbo Marine Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,55,水上运输业,Waterway transport
2021/2/19,600800,渤海化学,"TIAN JIN BOHAI CHEMICAL CO.,LTD.",Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600801,华新水泥,Huaxin Cement Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600802,福建水泥,Fujian Cement Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600803,新奥股份,"ENN Ecological Holdings Co., Ltd.",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,45,燃气生产和供应业,Gas production and supply
2021/2/19,600804,鹏博士,"DR. PENG TELECOM&MEDIA GROUP CO., LTD.",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,600805,悦达投资,Jiangsu Yueda Investment Co Ltd,Shanghai,S,综合,Comprehensive,90,综合,Comprehensive
2021/2/19,600807,济南高新,"Jinan High-tech Development Co., Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600808,马钢股份,Maanshan Iron and Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,600809,山西汾酒,Shanxi Xinghuacun Fen Wine Factory Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,600810,神马股份,Shen Ma Industry Co Ltd,Shanghai,C,制造业,Manufacturing,28,化学纤维制造业,Chemical fibres Manufacturing
2021/2/19,600811,东方集团,Orient Group Incorporation,Shanghai,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,600812,华北制药,North China Pharmaceutical Co Ltd,Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600814,杭州解百,Hangzhou Jiebai Group Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600815,*ST厦工,Xiamen XGMA Machinery Company Limited.,Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600816,*ST安信,"Anxin Trust Co., Ltd",Shanghai,J,金融业,Finance,69,其他金融业,Other financial industries
2021/2/19,600817,ST宏盛,Xi'an Hongsheng Technology Co Ltd,Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600818,中路股份,"Zhonglu Co., Ltd",Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600819,耀皮玻璃,SYP Glass Group Co Ltd,Shanghai,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,600820,隧道股份,Shanghai Tunnel Engineering Co Ltd,Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600821,*ST劝业,"Tianjin Quanyechang (Group) Co.,Ltd.",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600822,上海物贸,Shanghai Material Trading Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600823,世茂股份,Shanghai Shi Mao Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600824,益民集团,"Shanghai Yimin Commercial Group Co.,Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600825,新华传媒,Shanghai Xinhua Media Co Ltd,Shanghai,R,文化、体育和娱乐业,Culture、sports and entertainment,85,新闻和出版业,Press and publication
2021/2/19,600826,兰生股份,Shanghai Lansheng Corp,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,600827,百联股份,"Shanghai Bailian Group Co.,Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600828,茂业商业,"Maoye Commercial Co., Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600829,人民同泰,HPGC Renmintongtai Pharmaceutical Corporation,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600830,香溢融通,Sunny Loan Top Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,71,租赁业,Leasing
2021/2/19,600831,广电网络,"Shaanxi Broadcast & Tv Network Intermediary(Group) Co.,Ltd.",Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,63,电信、广播电视和卫星传输传输服务,Telecom、Radio、television and Satellite transmission service
2021/2/19,600833,第一医药,Shanghai No.1 Pharmacy Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,600834,申通地铁,Shanghai Shentong Metro Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600835,上海机电,Shanghai Mechanical & Electrical Industry Co Ltd,Shanghai,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,600836,*ST界龙,Shanghai Jielong Industry Corp Ltd,Shanghai,C,制造业,Manufacturing,23,印刷和记录媒介复制业,Printing
2021/2/19,600837,海通证券,Haitong Securities Company Limited,Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600838,上海九百,Shanghai Join Buy Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,52,零售业,retail
